week_date,region,platform,segment,customer_type,transactions,sales,Date,Day,week_number,month_number,calendar_year,age_band,demographic,avg_transaction,month_name
3/30/2020,OCEANIA,Retail,C4,Existing,158502,7878202,2020-03-30,30,5,3,2020,Retirees,Couples,49.7,Mar
3/30/2020,CANADA,Retail,C3,New,28470,997700,2020-03-30,30,5,3,2020,Retirees,Couples,35.04,Mar
3/30/2020,SOUTH AMERICA,Shopify,C3,Existing,103,22413,2020-03-30,30,5,3,2020,Retirees,Couples,217.6,Mar
3/30/2020,CANADA,Retail,C2,Existing,23519,1040830,2020-03-30,30,5,3,2020,Middle Aged,Couples,44.25,Mar
3/30/2020,OCEANIA,Shopify,unknown,Existing,595,115487,2020-03-30,30,5,3,2020,unknown,unknown,194.1,Mar
3/30/2020,SOUTH AMERICA,Retail,C4,Existing,538,28545,2020-03-30,30,5,3,2020,Retirees,Couples,53.06,Mar
3/30/2020,EUROPE,Retail,unknown,New,3092,143200,2020-03-30,30,5,3,2020,unknown,unknown,46.31,Mar
3/30/2020,SOUTH AMERICA,Shopify,F3,Existing,38,7972,2020-03-30,30,5,3,2020,Retirees,Families,209.79,Mar
3/30/2020,CANADA,Shopify,F2,New,86,11678,2020-03-30,30,5,3,2020,Middle Aged,Families,135.79,Mar
3/30/2020,USA,Retail,C4,Existing,40592,2208133,2020-03-30,30,5,3,2020,Retirees,Couples,54.4,Mar
3/30/2020,ASIA,Retail,unknown,New,72535,2446285,2020-03-30,30,5,3,2020,unknown,unknown,33.73,Mar
3/30/2020,USA,Shopify,unknown,Existing,161,29483,2020-03-30,30,5,3,2020,unknown,unknown,183.12,Mar
3/30/2020,ASIA,Shopify,unknown,Guest,4557,719812,2020-03-30,30,5,3,2020,unknown,unknown,157.96,Mar
3/30/2020,AFRICA,Retail,C4,Existing,116903,6042797,2020-03-30,30,5,3,2020,Retirees,Couples,51.69,Mar
3/30/2020,CANADA,Shopify,F1,New,67,8838,2020-03-30,30,5,3,2020,Young Adults,Families,131.91,Mar
3/30/2020,USA,Shopify,F1,New,133,20015,2020-03-30,30,5,3,2020,Young Adults,Families,150.49,Mar
3/30/2020,OCEANIA,Retail,F3,New,101369,3335257,2020-03-30,30,5,3,2020,Retirees,Families,32.9,Mar
3/30/2020,EUROPE,Shopify,F3,New,2,253,2020-03-30,30,5,3,2020,Retirees,Families,126.5,Mar
3/30/2020,AFRICA,Shopify,C1,New,242,31429,2020-03-30,30,5,3,2020,Young Adults,Couples,129.87,Mar
3/30/2020,ASIA,Retail,C1,New,124175,2645095,2020-03-30,30,5,3,2020,Young Adults,Couples,21.3,Mar
3/30/2020,ASIA,Retail,F1,New,28970,944706,2020-03-30,30,5,3,2020,Young Adults,Families,32.61,Mar
3/30/2020,SOUTH AMERICA,Shopify,unknown,Guest,1820,335602,2020-03-30,30,5,3,2020,unknown,unknown,184.4,Mar
3/30/2020,EUROPE,Shopify,unknown,Existing,10,1778,2020-03-30,30,5,3,2020,unknown,unknown,177.8,Mar
3/30/2020,SOUTH AMERICA,Shopify,C2,Existing,135,25113,2020-03-30,30,5,3,2020,Middle Aged,Couples,186.02,Mar
3/30/2020,AFRICA,Shopify,C2,New,303,43673,2020-03-30,30,5,3,2020,Middle Aged,Couples,144.14,Mar
3/30/2020,AFRICA,Retail,F2,Existing,266398,14242405,2020-03-30,30,5,3,2020,Middle Aged,Families,53.46,Mar
3/30/2020,AFRICA,Shopify,unknown,Existing,322,57709,2020-03-30,30,5,3,2020,unknown,unknown,179.22,Mar
3/30/2020,EUROPE,Retail,F2,New,1454,58634,2020-03-30,30,5,3,2020,Middle Aged,Families,40.33,Mar
3/30/2020,USA,Retail,C2,New,25624,895898,2020-03-30,30,5,3,2020,Middle Aged,Couples,34.96,Mar
3/30/2020,ASIA,Retail,F3,Existing,390194,19495381,2020-03-30,30,5,3,2020,Retirees,Families,49.96,Mar
3/30/2020,SOUTH AMERICA,Shopify,C3,New,36,6682,2020-03-30,30,5,3,2020,Retirees,Couples,185.61,Mar
3/30/2020,EUROPE,Shopify,C4,New,2,1345,2020-03-30,30,5,3,2020,Retirees,Couples,672.5,Mar
3/30/2020,ASIA,Shopify,unknown,Existing,273,47375,2020-03-30,30,5,3,2020,unknown,unknown,173.53,Mar
3/30/2020,EUROPE,Shopify,C1,New,5,687,2020-03-30,30,5,3,2020,Young Adults,Couples,137.4,Mar
3/30/2020,AFRICA,Retail,F1,New,21631,796055,2020-03-30,30,5,3,2020,Young Adults,Families,36.8,Mar
3/30/2020,AFRICA,Retail,F3,New,61211,2170915,2020-03-30,30,5,3,2020,Retirees,Families,35.47,Mar
3/30/2020,SOUTH AMERICA,Shopify,F2,Existing,39,7147,2020-03-30,30,5,3,2020,Middle Aged,Families,183.26,Mar
3/30/2020,OCEANIA,Retail,C1,Existing,265014,9520341,2020-03-30,30,5,3,2020,Young Adults,Couples,35.92,Mar
3/30/2020,EUROPE,Shopify,C1,Existing,102,20028,2020-03-30,30,5,3,2020,Young Adults,Couples,196.35,Mar
3/30/2020,SOUTH AMERICA,Retail,C4,New,436,17089,2020-03-30,30,5,3,2020,Retirees,Couples,39.19,Mar
3/30/2020,CANADA,Retail,C1,Existing,57972,2399728,2020-03-30,30,5,3,2020,Young Adults,Couples,41.39,Mar
3/30/2020,SOUTH AMERICA,Retail,unknown,Existing,326,13039,2020-03-30,30,5,3,2020,unknown,unknown,40.0,Mar
3/30/2020,SOUTH AMERICA,Shopify,F1,Existing,61,13710,2020-03-30,30,5,3,2020,Young Adults,Families,224.75,Mar
3/30/2020,AFRICA,Retail,C1,Existing,187010,6863680,2020-03-30,30,5,3,2020,Young Adults,Couples,36.7,Mar
3/30/2020,USA,Retail,C2,Existing,43283,2124166,2020-03-30,30,5,3,2020,Middle Aged,Couples,49.08,Mar
3/30/2020,AFRICA,Shopify,unknown,Guest,4792,812487,2020-03-30,30,5,3,2020,unknown,unknown,169.55,Mar
3/30/2020,CANADA,Retail,F1,Existing,25879,1410891,2020-03-30,30,5,3,2020,Young Adults,Families,54.52,Mar
3/30/2020,SOUTH AMERICA,Retail,C3,Existing,1807,83744,2020-03-30,30,5,3,2020,Retirees,Couples,46.34,Mar
3/30/2020,USA,Retail,unknown,Guest,556268,17642537,2020-03-30,30,5,3,2020,unknown,unknown,31.72,Mar
3/30/2020,EUROPE,Retail,unknown,Existing,3211,154024,2020-03-30,30,5,3,2020,unknown,unknown,47.97,Mar
3/30/2020,CANADA,Retail,F2,New,17260,620714,2020-03-30,30,5,3,2020,Middle Aged,Families,35.96,Mar
3/30/2020,CANADA,Shopify,C1,New,94,10283,2020-03-30,30,5,3,2020,Young Adults,Couples,109.39,Mar
3/30/2020,OCEANIA,Shopify,F2,Existing,6179,1221661,2020-03-30,30,5,3,2020,Middle Aged,Families,197.71,Mar
3/30/2020,SOUTH AMERICA,Shopify,F2,New,6,694,2020-03-30,30,5,3,2020,Middle Aged,Families,115.67,Mar
3/30/2020,ASIA,Shopify,C2,Existing,1909,337642,2020-03-30,30,5,3,2020,Middle Aged,Couples,176.87,Mar
3/30/2020,EUROPE,Retail,F3,New,1428,60641,2020-03-30,30,5,3,2020,Retirees,Families,42.47,Mar
3/30/2020,ASIA,Shopify,unknown,New,259,41398,2020-03-30,30,5,3,2020,unknown,unknown,159.84,Mar
3/30/2020,AFRICA,Retail,C3,Existing,286727,14684196,2020-03-30,30,5,3,2020,Retirees,Couples,51.21,Mar
3/30/2020,SOUTH AMERICA,Retail,F2,Existing,1329,64059,2020-03-30,30,5,3,2020,Middle Aged,Families,48.2,Mar
3/30/2020,SOUTH AMERICA,Retail,unknown,New,1548,57346,2020-03-30,30,5,3,2020,unknown,unknown,37.05,Mar
3/30/2020,ASIA,Shopify,F3,New,82,11392,2020-03-30,30,5,3,2020,Retirees,Families,138.93,Mar
3/30/2020,OCEANIA,Retail,F2,Existing,358556,18936786,2020-03-30,30,5,3,2020,Middle Aged,Families,52.81,Mar
3/30/2020,USA,Retail,C3,New,44188,1658430,2020-03-30,30,5,3,2020,Retirees,Couples,37.53,Mar
3/30/2020,AFRICA,Shopify,C3,Existing,2361,459740,2020-03-30,30,5,3,2020,Retirees,Couples,194.72,Mar
3/30/2020,ASIA,Retail,C3,New,113632,3407333,2020-03-30,30,5,3,2020,Retirees,Couples,29.99,Mar
3/30/2020,OCEANIA,Retail,C3,Existing,354040,17493338,2020-03-30,30,5,3,2020,Retirees,Couples,49.41,Mar
3/30/2020,EUROPE,Shopify,C3,Existing,164,47338,2020-03-30,30,5,3,2020,Retirees,Couples,288.65,Mar
3/30/2020,OCEANIA,Retail,F2,New,85420,2887217,2020-03-30,30,5,3,2020,Middle Aged,Families,33.8,Mar
3/30/2020,CANADA,Shopify,unknown,Guest,1695,265806,2020-03-30,30,5,3,2020,unknown,unknown,156.82,Mar
3/30/2020,USA,Shopify,C3,Existing,1424,294409,2020-03-30,30,5,3,2020,Retirees,Couples,206.75,Mar
3/30/2020,USA,Retail,unknown,Existing,14474,735922,2020-03-30,30,5,3,2020,unknown,unknown,50.84,Mar
3/30/2020,USA,Shopify,F3,Existing,928,194948,2020-03-30,30,5,3,2020,Retirees,Families,210.07,Mar
3/30/2020,AFRICA,Shopify,C3,New,269,40803,2020-03-30,30,5,3,2020,Retirees,Couples,151.68,Mar
3/30/2020,ASIA,Retail,C2,Existing,128648,4825120,2020-03-30,30,5,3,2020,Middle Aged,Couples,37.51,Mar
3/30/2020,ASIA,Shopify,F1,Existing,1840,320642,2020-03-30,30,5,3,2020,Young Adults,Families,174.26,Mar
3/30/2020,EUROPE,Retail,F1,New,860,35156,2020-03-30,30,5,3,2020,Young Adults,Families,40.88,Mar
3/30/2020,ASIA,Shopify,F2,New,165,22421,2020-03-30,30,5,3,2020,Middle Aged,Families,135.88,Mar
3/30/2020,AFRICA,Retail,F2,New,59968,2115617,2020-03-30,30,5,3,2020,Middle Aged,Families,35.28,Mar
3/30/2020,USA,Retail,C1,Existing,58293,2435956,2020-03-30,30,5,3,2020,Young Adults,Couples,41.79,Mar
3/30/2020,OCEANIA,Shopify,C1,New,446,54707,2020-03-30,30,5,3,2020,Young Adults,Couples,122.66,Mar
3/30/2020,CANADA,Shopify,C3,Existing,833,147148,2020-03-30,30,5,3,2020,Retirees,Couples,176.65,Mar
3/30/2020,SOUTH AMERICA,Retail,F1,Existing,891,39678,2020-03-30,30,5,3,2020,Young Adults,Families,44.53,Mar
3/30/2020,OCEANIA,Shopify,C3,Existing,4407,880598,2020-03-30,30,5,3,2020,Retirees,Couples,199.82,Mar
3/30/2020,EUROPE,Retail,C1,Existing,14437,639923,2020-03-30,30,5,3,2020,Young Adults,Couples,44.33,Mar
3/30/2020,SOUTH AMERICA,Retail,C3,New,1215,48286,2020-03-30,30,5,3,2020,Retirees,Couples,39.74,Mar
3/30/2020,USA,Retail,C4,New,17454,606829,2020-03-30,30,5,3,2020,Retirees,Couples,34.77,Mar
3/30/2020,ASIA,Retail,F1,Existing,97059,4656250,2020-03-30,30,5,3,2020,Young Adults,Families,47.97,Mar
3/30/2020,CANADA,Shopify,C1,Existing,545,83100,2020-03-30,30,5,3,2020,Young Adults,Couples,152.48,Mar
3/30/2020,AFRICA,Shopify,F2,Existing,3637,703918,2020-03-30,30,5,3,2020,Middle Aged,Families,193.54,Mar
3/30/2020,AFRICA,Retail,C2,New,55447,1705736,2020-03-30,30,5,3,2020,Middle Aged,Couples,30.76,Mar
3/30/2020,OCEANIA,Shopify,unknown,Guest,10302,1855750,2020-03-30,30,5,3,2020,unknown,unknown,180.13,Mar
3/30/2020,SOUTH AMERICA,Retail,C1,Existing,3615,102679,2020-03-30,30,5,3,2020,Young Adults,Couples,28.4,Mar
3/30/2020,EUROPE,Retail,C3,Existing,14574,799825,2020-03-30,30,5,3,2020,Retirees,Couples,54.88,Mar
3/30/2020,SOUTH AMERICA,Shopify,unknown,New,47,7884,2020-03-30,30,5,3,2020,unknown,unknown,167.74,Mar
3/30/2020,AFRICA,Shopify,F3,Existing,1973,401943,2020-03-30,30,5,3,2020,Retirees,Families,203.72,Mar
3/30/2020,ASIA,Shopify,C3,Existing,1702,330004,2020-03-30,30,5,3,2020,Retirees,Couples,193.89,Mar
3/30/2020,USA,Shopify,unknown,New,141,21566,2020-03-30,30,5,3,2020,unknown,unknown,152.95,Mar
3/30/2020,AFRICA,Retail,C3,New,104305,3640703,2020-03-30,30,5,3,2020,Retirees,Couples,34.9,Mar
3/30/2020,SOUTH AMERICA,Shopify,C4,Existing,12,2266,2020-03-30,30,5,3,2020,Retirees,Couples,188.83,Mar
3/30/2020,CANADA,Retail,C4,New,12755,421057,2020-03-30,30,5,3,2020,Retirees,Couples,33.01,Mar
3/30/2020,ASIA,Shopify,F1,New,164,19615,2020-03-30,30,5,3,2020,Young Adults,Families,119.6,Mar
3/30/2020,ASIA,Retail,F2,New,64076,1983899,2020-03-30,30,5,3,2020,Middle Aged,Families,30.96,Mar
3/30/2020,OCEANIA,Retail,unknown,Existing,54019,2280042,2020-03-30,30,5,3,2020,unknown,unknown,42.21,Mar
3/30/2020,EUROPE,Shopify,unknown,New,11,1843,2020-03-30,30,5,3,2020,unknown,unknown,167.55,Mar
3/30/2020,OCEANIA,Shopify,F1,Existing,4368,812920,2020-03-30,30,5,3,2020,Young Adults,Families,186.11,Mar
3/30/2020,ASIA,Retail,F3,New,80109,2445427,2020-03-30,30,5,3,2020,Retirees,Families,30.53,Mar
3/30/2020,EUROPE,Retail,C4,Existing,4211,218595,2020-03-30,30,5,3,2020,Retirees,Couples,51.91,Mar
3/30/2020,USA,Shopify,unknown,Guest,2443,439898,2020-03-30,30,5,3,2020,unknown,unknown,180.06,Mar
3/30/2020,ASIA,Shopify,C4,New,42,5924,2020-03-30,30,5,3,2020,Retirees,Couples,141.05,Mar
3/30/2020,OCEANIA,Retail,F1,New,39463,1335470,2020-03-30,30,5,3,2020,Young Adults,Families,33.84,Mar
3/30/2020,USA,Shopify,C1,New,164,21432,2020-03-30,30,5,3,2020,Young Adults,Couples,130.68,Mar
3/30/2020,AFRICA,Shopify,F1,Existing,2408,426006,2020-03-30,30,5,3,2020,Young Adults,Families,176.91,Mar
3/30/2020,USA,Retail,F3,Existing,141863,8740971,2020-03-30,30,5,3,2020,Retirees,Families,61.62,Mar
3/30/2020,ASIA,Shopify,F2,Existing,2297,431877,2020-03-30,30,5,3,2020,Middle Aged,Families,188.02,Mar
3/30/2020,OCEANIA,Retail,C1,New,162759,3660930,2020-03-30,30,5,3,2020,Young Adults,Couples,22.49,Mar
3/30/2020,OCEANIA,Retail,C3,New,143388,4626167,2020-03-30,30,5,3,2020,Retirees,Couples,32.26,Mar
3/30/2020,USA,Retail,C1,New,34582,941878,2020-03-30,30,5,3,2020,Young Adults,Couples,27.24,Mar
3/30/2020,SOUTH AMERICA,Retail,C1,New,2542,53751,2020-03-30,30,5,3,2020,Young Adults,Couples,21.15,Mar
3/30/2020,USA,Retail,unknown,New,24593,1050362,2020-03-30,30,5,3,2020,unknown,unknown,42.71,Mar
3/30/2020,CANADA,Shopify,C2,Existing,712,131383,2020-03-30,30,5,3,2020,Middle Aged,Couples,184.53,Mar
3/30/2020,ASIA,Retail,unknown,Guest,1998936,50560502,2020-03-30,30,5,3,2020,unknown,unknown,25.29,Mar
3/30/2020,USA,Retail,F1,New,11437,467930,2020-03-30,30,5,3,2020,Young Adults,Families,40.91,Mar
3/30/2020,EUROPE,Shopify,C2,New,17,2480,2020-03-30,30,5,3,2020,Middle Aged,Couples,145.88,Mar
3/30/2020,CANADA,Retail,F2,Existing,63215,3434063,2020-03-30,30,5,3,2020,Middle Aged,Families,54.32,Mar
3/30/2020,OCEANIA,Retail,unknown,Guest,2562465,68637072,2020-03-30,30,5,3,2020,unknown,unknown,26.79,Mar
3/30/2020,EUROPE,Shopify,unknown,Guest,293,54145,2020-03-30,30,5,3,2020,unknown,unknown,184.8,Mar
3/30/2020,EUROPE,Shopify,F3,Existing,107,25282,2020-03-30,30,5,3,2020,Retirees,Families,236.28,Mar
3/30/2020,AFRICA,Shopify,F3,New,83,12421,2020-03-30,30,5,3,2020,Retirees,Families,149.65,Mar
3/30/2020,AFRICA,Shopify,C2,Existing,2210,409549,2020-03-30,30,5,3,2020,Middle Aged,Couples,185.32,Mar
3/30/2020,ASIA,Retail,C4,Existing,116591,5272146,2020-03-30,30,5,3,2020,Retirees,Couples,45.22,Mar
3/30/2020,CANADA,Shopify,F2,Existing,1221,228288,2020-03-30,30,5,3,2020,Middle Aged,Families,186.97,Mar
3/30/2020,CANADA,Retail,unknown,Guest,421964,11879498,2020-03-30,30,5,3,2020,unknown,unknown,28.15,Mar
3/30/2020,OCEANIA,Shopify,F2,New,374,56982,2020-03-30,30,5,3,2020,Middle Aged,Families,152.36,Mar
3/30/2020,CANADA,Retail,C1,New,30028,777609,2020-03-30,30,5,3,2020,Young Adults,Couples,25.9,Mar
3/30/2020,SOUTH AMERICA,Shopify,C4,New,4,671,2020-03-30,30,5,3,2020,Retirees,Couples,167.75,Mar
3/30/2020,SOUTH AMERICA,Shopify,C1,New,16,2416,2020-03-30,30,5,3,2020,Young Adults,Couples,151.0,Mar
3/30/2020,CANADA,Shopify,F1,Existing,800,136242,2020-03-30,30,5,3,2020,Young Adults,Families,170.3,Mar
3/30/2020,SOUTH AMERICA,Retail,unknown,Guest,423778,17013995,2020-03-30,30,5,3,2020,unknown,unknown,40.15,Mar
3/30/2020,EUROPE,Shopify,C3,New,9,3183,2020-03-30,30,5,3,2020,Retirees,Couples,353.67,Mar
3/30/2020,CANADA,Retail,F1,New,6818,264638,2020-03-30,30,5,3,2020,Young Adults,Families,38.81,Mar
3/30/2020,USA,Shopify,F1,Existing,1480,267356,2020-03-30,30,5,3,2020,Young Adults,Families,180.65,Mar
3/30/2020,OCEANIA,Shopify,C2,Existing,4563,852348,2020-03-30,30,5,3,2020,Middle Aged,Couples,186.8,Mar
3/30/2020,SOUTH AMERICA,Retail,C2,Existing,1123,44103,2020-03-30,30,5,3,2020,Middle Aged,Couples,39.27,Mar
3/30/2020,ASIA,Retail,C4,New,50704,1434318,2020-03-30,30,5,3,2020,Retirees,Couples,28.29,Mar
3/30/2020,EUROPE,Retail,C2,Existing,9915,480292,2020-03-30,30,5,3,2020,Middle Aged,Couples,48.44,Mar
3/30/2020,EUROPE,Retail,C1,New,4121,119138,2020-03-30,30,5,3,2020,Young Adults,Couples,28.91,Mar
3/30/2020,SOUTH AMERICA,Shopify,F1,New,11,1539,2020-03-30,30,5,3,2020,Young Adults,Families,139.91,Mar
3/30/2020,USA,Shopify,F2,New,119,18991,2020-03-30,30,5,3,2020,Middle Aged,Families,159.59,Mar
3/30/2020,USA,Retail,C3,Existing,104145,5931859,2020-03-30,30,5,3,2020,Retirees,Couples,56.96,Mar
3/30/2020,AFRICA,Retail,F1,Existing,101405,5456448,2020-03-30,30,5,3,2020,Young Adults,Families,53.81,Mar
3/30/2020,OCEANIA,Retail,C4,New,61317,1893366,2020-03-30,30,5,3,2020,Retirees,Couples,30.88,Mar
3/30/2020,ASIA,Shopify,C1,New,228,26389,2020-03-30,30,5,3,2020,Young Adults,Couples,115.74,Mar
3/30/2020,USA,Shopify,F2,Existing,1879,371226,2020-03-30,30,5,3,2020,Middle Aged,Families,197.57,Mar
3/30/2020,ASIA,Retail,unknown,Existing,40447,1585355,2020-03-30,30,5,3,2020,unknown,unknown,39.2,Mar
3/30/2020,AFRICA,Shopify,F2,New,224,35113,2020-03-30,30,5,3,2020,Middle Aged,Families,156.75,Mar
3/30/2020,ASIA,Shopify,C3,New,221,30032,2020-03-30,30,5,3,2020,Retirees,Couples,135.89,Mar
3/30/2020,USA,Retail,F2,Existing,97533,5745698,2020-03-30,30,5,3,2020,Middle Aged,Families,58.91,Mar
3/30/2020,USA,Shopify,C4,New,29,3610,2020-03-30,30,5,3,2020,Retirees,Couples,124.48,Mar
3/30/2020,SOUTH AMERICA,Retail,F2,New,511,19207,2020-03-30,30,5,3,2020,Middle Aged,Families,37.59,Mar
3/30/2020,CANADA,Retail,unknown,Existing,8447,400148,2020-03-30,30,5,3,2020,unknown,unknown,47.37,Mar
3/30/2020,CANADA,Shopify,C4,New,16,1669,2020-03-30,30,5,3,2020,Retirees,Couples,104.31,Mar
3/30/2020,OCEANIA,Shopify,C2,New,647,94379,2020-03-30,30,5,3,2020,Middle Aged,Couples,145.87,Mar
3/30/2020,AFRICA,Retail,C4,New,42234,1409719,2020-03-30,30,5,3,2020,Retirees,Couples,33.38,Mar
3/30/2020,CANADA,Shopify,C4,Existing,111,20933,2020-03-30,30,5,3,2020,Retirees,Couples,188.59,Mar
3/30/2020,AFRICA,Shopify,unknown,New,271,41858,2020-03-30,30,5,3,2020,unknown,unknown,154.46,Mar
3/30/2020,AFRICA,Retail,unknown,Guest,1606647,46353236,2020-03-30,30,5,3,2020,unknown,unknown,28.85,Mar
3/30/2020,CANADA,Retail,C3,Existing,64288,3343796,2020-03-30,30,5,3,2020,Retirees,Couples,52.01,Mar
3/30/2020,OCEANIA,Shopify,C1,Existing,2656,447217,2020-03-30,30,5,3,2020,Young Adults,Couples,168.38,Mar
3/30/2020,AFRICA,Retail,unknown,Existing,40685,1779138,2020-03-30,30,5,3,2020,unknown,unknown,43.73,Mar
3/30/2020,EUROPE,Retail,unknown,Guest,95806,3273040,2020-03-30,30,5,3,2020,unknown,unknown,34.16,Mar
3/30/2020,OCEANIA,Shopify,C3,New,459,72105,2020-03-30,30,5,3,2020,Retirees,Couples,157.09,Mar
3/30/2020,OCEANIA,Shopify,unknown,New,530,81721,2020-03-30,30,5,3,2020,unknown,unknown,154.19,Mar
3/30/2020,EUROPE,Retail,C2,New,2594,95075,2020-03-30,30,5,3,2020,Middle Aged,Couples,36.65,Mar
3/30/2020,SOUTH AMERICA,Retail,C2,New,945,29827,2020-03-30,30,5,3,2020,Middle Aged,Couples,31.56,Mar
3/30/2020,OCEANIA,Retail,F1,Existing,156545,7982612,2020-03-30,30,5,3,2020,Young Adults,Families,50.99,Mar
3/30/2020,EUROPE,Shopify,F1,Existing,152,31761,2020-03-30,30,5,3,2020,Young Adults,Families,208.95,Mar
3/30/2020,ASIA,Retail,C3,Existing,251188,11473884,2020-03-30,30,5,3,2020,Retirees,Couples,45.68,Mar
3/30/2020,EUROPE,Shopify,F2,New,6,5100,2020-03-30,30,5,3,2020,Middle Aged,Families,850.0,Mar
3/30/2020,CANADA,Retail,F3,Existing,94906,5359011,2020-03-30,30,5,3,2020,Retirees,Families,56.47,Mar
3/30/2020,EUROPE,Shopify,F2,Existing,218,47503,2020-03-30,30,5,3,2020,Middle Aged,Families,217.9,Mar
3/30/2020,USA,Shopify,F3,New,52,6858,2020-03-30,30,5,3,2020,Retirees,Families,131.88,Mar
3/30/2020,SOUTH AMERICA,Shopify,F3,New,2,563,2020-03-30,30,5,3,2020,Retirees,Families,281.5,Mar
3/30/2020,CANADA,Shopify,C2,New,118,16986,2020-03-30,30,5,3,2020,Middle Aged,Couples,143.95,Mar
3/30/2020,EUROPE,Retail,C3,New,3348,135769,2020-03-30,30,5,3,2020,Retirees,Couples,40.55,Mar
3/30/2020,USA,Shopify,C4,Existing,163,30543,2020-03-30,30,5,3,2020,Retirees,Couples,187.38,Mar
3/30/2020,CANADA,Shopify,unknown,New,102,16858,2020-03-30,30,5,3,2020,unknown,unknown,165.27,Mar
3/30/2020,AFRICA,Shopify,C4,New,41,5602,2020-03-30,30,5,3,2020,Retirees,Couples,136.63,Mar
3/30/2020,EUROPE,Shopify,F1,New,4,614,2020-03-30,30,5,3,2020,Young Adults,Families,153.5,Mar
3/30/2020,ASIA,Shopify,C4,Existing,250,43373,2020-03-30,30,5,3,2020,Retirees,Couples,173.49,Mar
3/30/2020,EUROPE,Retail,F3,Existing,17804,1102919,2020-03-30,30,5,3,2020,Retirees,Families,61.95,Mar
3/30/2020,AFRICA,Retail,C2,Existing,112779,4810806,2020-03-30,30,5,3,2020,Middle Aged,Couples,42.66,Mar
3/30/2020,USA,Retail,F2,New,26713,990555,2020-03-30,30,5,3,2020,Middle Aged,Families,37.08,Mar
3/30/2020,USA,Retail,F1,Existing,42422,2495237,2020-03-30,30,5,3,2020,Young Adults,Families,58.82,Mar
3/30/2020,OCEANIA,Retail,C2,Existing,173099,6880157,2020-03-30,30,5,3,2020,Middle Aged,Couples,39.75,Mar
3/30/2020,OCEANIA,Shopify,C4,New,69,8571,2020-03-30,30,5,3,2020,Retirees,Couples,124.22,Mar
3/30/2020,EUROPE,Shopify,C2,Existing,164,48726,2020-03-30,30,5,3,2020,Middle Aged,Couples,297.11,Mar
3/30/2020,AFRICA,Retail,F3,Existing,393489,21964686,2020-03-30,30,5,3,2020,Retirees,Families,55.82,Mar
3/30/2020,CANADA,Retail,C4,Existing,30368,1537577,2020-03-30,30,5,3,2020,Retirees,Couples,50.63,Mar
3/30/2020,OCEANIA,Retail,F3,Existing,561425,31000754,2020-03-30,30,5,3,2020,Retirees,Families,55.22,Mar
3/30/2020,ASIA,Retail,F2,Existing,210446,10195041,2020-03-30,30,5,3,2020,Middle Aged,Families,48.44,Mar
3/30/2020,ASIA,Shopify,C1,Existing,1082,175043,2020-03-30,30,5,3,2020,Young Adults,Couples,161.78,Mar
3/30/2020,EUROPE,Retail,F1,Existing,6709,404539,2020-03-30,30,5,3,2020,Young Adults,Families,60.3,Mar
3/30/2020,CANADA,Retail,F3,New,18418,655556,2020-03-30,30,5,3,2020,Retirees,Families,35.59,Mar
3/23/2020,ASIA,Shopify,C1,Existing,834,128561,2020-03-23,23,4,3,2020,Young Adults,Couples,154.15,Mar
3/23/2020,ASIA,Shopify,C2,New,310,41349,2020-03-23,23,4,3,2020,Middle Aged,Couples,133.38,Mar
3/23/2020,ASIA,Shopify,C3,New,217,30966,2020-03-23,23,4,3,2020,Retirees,Couples,142.7,Mar
3/23/2020,AFRICA,Shopify,unknown,New,235,36602,2020-03-23,23,4,3,2020,unknown,unknown,155.75,Mar
3/23/2020,USA,Shopify,C2,New,174,27164,2020-03-23,23,4,3,2020,Middle Aged,Couples,156.11,Mar
3/23/2020,CANADA,Retail,F3,New,17635,733092,2020-03-23,23,4,3,2020,Retirees,Families,41.57,Mar
3/23/2020,AFRICA,Retail,C4,New,43453,1668703,2020-03-23,23,4,3,2020,Retirees,Couples,38.4,Mar
3/23/2020,OCEANIA,Retail,F1,Existing,148503,8483784,2020-03-23,23,4,3,2020,Young Adults,Families,57.13,Mar
3/23/2020,SOUTH AMERICA,Shopify,F3,New,2,424,2020-03-23,23,4,3,2020,Retirees,Families,212.0,Mar
3/23/2020,EUROPE,Retail,C2,Existing,9433,490857,2020-03-23,23,4,3,2020,Middle Aged,Couples,52.04,Mar
3/23/2020,EUROPE,Shopify,C4,New,2,101,2020-03-23,23,4,3,2020,Retirees,Couples,50.5,Mar
3/23/2020,EUROPE,Retail,C4,New,1022,40564,2020-03-23,23,4,3,2020,Retirees,Couples,39.69,Mar
3/23/2020,ASIA,Shopify,C4,Existing,238,40681,2020-03-23,23,4,3,2020,Retirees,Couples,170.93,Mar
3/23/2020,ASIA,Retail,unknown,New,69562,2639092,2020-03-23,23,4,3,2020,unknown,unknown,37.94,Mar
3/23/2020,EUROPE,Retail,F1,Existing,6645,425233,2020-03-23,23,4,3,2020,Young Adults,Families,63.99,Mar
3/23/2020,ASIA,Retail,F2,Existing,211933,11256263,2020-03-23,23,4,3,2020,Middle Aged,Families,53.11,Mar
3/23/2020,EUROPE,Shopify,unknown,New,6,952,2020-03-23,23,4,3,2020,unknown,unknown,158.67,Mar
3/23/2020,AFRICA,Shopify,C1,Existing,1305,211935,2020-03-23,23,4,3,2020,Young Adults,Couples,162.4,Mar
