week_date,region,platform,segment,customer_type,transactions,sales
4/27/2020,USA,Shopify,F1,Existing,1473,274336
4/27/2020,OCEANIA,Retail,F3,Existing,561172,30720307
4/27/2020,CANADA,Shopify,C1,New,87,10993
4/27/2020,EUROPE,Shopify,F3,Existing,119,33169
4/27/2020,USA,Retail,C2,Existing,43894,2170377
4/27/2020,USA,Shopify,C4,New,36,5360
4/27/2020,AFRICA,Shopify,null,Guest,4640,792608
4/27/2020,CANADA,Retail,C4,New,12601,408120
4/27/2020,AFRICA,Shopify,F2,New,243,36779
4/27/2020,ASIA,Retail,F1,New,29055,923794
4/27/2020,AFRICA,Retail,null,Existing,35669,1653735
4/27/2020,ASIA,Shopify,null,Existing,306,67972
4/27/2020,AFRICA,Retail,C3,New,94102,3361957
4/27/2020,CANADA,Retail,F1,Existing,25372,1360705
4/27/2020,USA,Retail,null,Guest,547297,17174527
4/27/2020,EUROPE,Retail,C3,New,3585,144706
4/27/2020,OCEANIA,Retail,F1,Existing,153702,7622094
4/27/2020,OCEANIA,Retail,null,Existing,52091,2159768
4/27/2020,USA,Shopify,null,Guest,2530,467520
4/27/2020,OCEANIA,Shopify,C3,Existing,4437,897440
4/27/2020,EUROPE,Shopify,C4,Existing,20,5030
4/27/2020,SOUTH AMERICA,Retail,C3,Existing,1676,77181
4/27/2020,CANADA,Retail,F2,Existing,62903,3430841
4/27/2020,ASIA,Retail,null,Guest,1993661,50606295
4/27/2020,OCEANIA,Shopify,C1,New,438,54054
4/27/2020,EUROPE,Retail,null,New,3059,132522
4/27/2020,EUROPE,Shopify,F1,New,8,1479
4/27/2020,OCEANIA,Retail,C2,Existing,171401,7072851
4/27/2020,CANADA,Shopify,F2,New,73,9868
4/27/2020,AFRICA,Retail,C1,Existing,166140,6393618
4/27/2020,AFRICA,Retail,F3,Existing,369156,21643286
4/27/2020,AFRICA,Retail,F1,Existing,93624,5208109
4/27/2020,USA,Shopify,null,New,151,41755
4/27/2020,SOUTH AMERICA,Shopify,null,New,41,7879
4/27/2020,SOUTH AMERICA,Retail,C4,New,390,15477
4/27/2020,USA,Shopify,C3,Existing,1383,282160
4/27/2020,OCEANIA,Shopify,F2,New,362,54730
4/27/2020,USA,Shopify,C2,Existing,1362,256756
4/27/2020,USA,Retail,F2,New,26879,1002458
4/27/2020,CANADA,Retail,C2,Existing,23950,1048619
4/27/2020,USA,Retail,null,Existing,14126,726861
4/27/2020,ASIA,Retail,C3,Existing,253219,11526489
4/27/2020,AFRICA,Retail,F2,New,55379,1999742
4/27/2020,AFRICA,Shopify,C1,New,221,28709
4/27/2020,USA,Retail,F1,Existing,42394,2445333
4/27/2020,EUROPE,Shopify,C2,Existing,161,38764
4/27/2020,OCEANIA,Shopify,C4,New,84,10988
4/27/2020,SOUTH AMERICA,Retail,F1,Existing,818,36401
4/27/2020,SOUTH AMERICA,Shopify,F1,Existing,71,16528
4/27/2020,AFRICA,Shopify,F1,New,154,22787
4/27/2020,AFRICA,Retail,C3,Existing,262696,13975601
4/27/2020,AFRICA,Retail,C2,New,50378,1576429
4/27/2020,OCEANIA,Shopify,null,Guest,10282,1809222
4/27/2020,USA,Retail,F3,New,26842,988789
4/27/2020,EUROPE,Retail,F3,Existing,18171,1156098
4/27/2020,ASIA,Shopify,F2,Existing,2660,490187
4/27/2020,ASIA,Shopify,C3,Existing,1875,357285
4/27/2020,AFRICA,Retail,C2,Existing,102750,4619483
4/27/2020,OCEANIA,Retail,C4,New,60480,1796223
4/27/2020,EUROPE,Shopify,C4,New,2,674
4/27/2020,SOUTH AMERICA,Retail,C1,New,2450,50578
4/27/2020,EUROPE,Retail,C1,Existing,14465,659498
4/27/2020,SOUTH AMERICA,Retail,null,Guest,415980,16799815
4/27/2020,ASIA,Shopify,F2,New,224,32013
4/27/2020,AFRICA,Retail,F1,New,20077,744282
4/27/2020,ASIA,Retail,C2,New,83746,2151261
4/27/2020,SOUTH AMERICA,Retail,null,Existing,259,10507
4/27/2020,USA,Shopify,C1,New,137,16559
4/27/2020,OCEANIA,Retail,F2,New,85235,2815626
4/27/2020,EUROPE,Shopify,F2,New,6,1000
4/27/2020,ASIA,Shopify,C4,Existing,273,48245
4/27/2020,AFRICA,Retail,C4,New,38885,1304526
4/27/2020,SOUTH AMERICA,Shopify,null,Existing,9,1718
4/27/2020,AFRICA,Retail,F2,Existing,254310,14368672
4/27/2020,OCEANIA,Shopify,null,New,461,73523
4/27/2020,USA,Retail,C1,New,34767,937197
4/27/2020,SOUTH AMERICA,Retail,null,New,1334,48526
4/27/2020,CANADA,Retail,F1,New,6551,238995
4/27/2020,CANADA,Retail,null,Existing,8266,379852
4/27/2020,ASIA,Shopify,C2,Existing,2091,369493
4/27/2020,OCEANIA,Shopify,C3,New,499,75369
4/27/2020,SOUTH AMERICA,Shopify,C4,Existing,9,1645
4/27/2020,AFRICA,Shopify,C3,Existing,2249,448514
4/27/2020,CANADA,Shopify,C4,New,20,2550
4/27/2020,EUROPE,Shopify,null,Guest,345,72819
4/27/2020,AFRICA,Shopify,null,New,248,38134
4/27/2020,ASIA,Shopify,C1,Existing,1138,181021
4/27/2020,ASIA,Shopify,C1,New,242,27169
4/27/2020,USA,Shopify,C3,New,181,28880
4/27/2020,OCEANIA,Retail,C4,Existing,158402,7727227
4/27/2020,CANADA,Shopify,null,Existing,99,18518
4/27/2020,SOUTH AMERICA,Shopify,F3,New,2,192
4/27/2020,EUROPE,Retail,C1,New,4149,126178
4/27/2020,SOUTH AMERICA,Retail,F1,New,280,11023
4/27/2020,CANADA,Retail,F2,New,17614,626234
4/27/2020,EUROPE,Retail,C2,Existing,9862,494300
4/27/2020,USA,Shopify,F2,Existing,1890,370924
4/27/2020,SOUTH AMERICA,Shopify,F2,Existing,35,7418
4/27/2020,EUROPE,Shopify,C3,Existing,158,40797
4/27/2020,EUROPE,Retail,F1,New,826,35013
4/27/2020,SOUTH AMERICA,Retail,C2,Existing,1054,40816
4/27/2020,SOUTH AMERICA,Shopify,C4,New,6,1469
4/27/2020,CANADA,Retail,C1,Existing,57173,2365159
4/27/2020,USA,Shopify,F2,New,169,26644
4/27/2020,USA,Shopify,F3,Existing,1000,207150
4/27/2020,EUROPE,Shopify,null,Existing,17,2841
4/27/2020,OCEANIA,Retail,C1,Existing,262971,9405785
4/27/2020,AFRICA,Shopify,F3,Existing,2073,419699
4/27/2020,EUROPE,Retail,F2,Existing,14310,884591
4/27/2020,USA,Retail,C3,Existing,104994,5951699
4/27/2020,OCEANIA,Retail,null,New,81944,2845830
4/27/2020,EUROPE,Shopify,null,New,13,2198
4/27/2020,SOUTH AMERICA,Retail,C3,New,1044,38642
4/27/2020,EUROPE,Retail,C4,New,1105,42018
4/27/2020,ASIA,Retail,F3,New,82215,2514882
4/27/2020,USA,Retail,C4,New,17636,609336
4/27/2020,CANADA,Shopify,F3,New,36,5023
4/27/2020,USA,Shopify,C2,New,231,32987
4/27/2020,ASIA,Shopify,C2,New,402,51091
4/27/2020,SOUTH AMERICA,Retail,F2,Existing,1142,55138
4/27/2020,CANADA,Retail,C4,Existing,30285,1503555
4/27/2020,ASIA,Retail,F2,New,67157,2103473
4/27/2020,AFRICA,Shopify,C2,New,375,53356
4/27/2020,AFRICA,Shopify,C4,New,60,9479
4/27/2020,AFRICA,Retail,F3,New,57059,2063757
4/27/2020,ASIA,Retail,F2,Existing,227838,11126292
4/27/2020,SOUTH AMERICA,Shopify,C1,Existing,66,11395
4/27/2020,CANADA,Retail,F3,New,18138,635692
4/27/2020,SOUTH AMERICA,Shopify,F3,Existing,32,6388
4/27/2020,SOUTH AMERICA,Shopify,F1,New,8,1453
4/27/2020,EUROPE,Retail,C4,Existing,4544,251640
4/27/2020,ASIA,Shopify,F3,New,96,12646
4/27/2020,EUROPE,Shopify,C1,Existing,97,21174
4/27/2020,EUROPE,Retail,F3,New,1486,59340
4/27/2020,USA,Retail,C1,Existing,58188,2441485
4/27/2020,AFRICA,Retail,C4,Existing,107995,5706131
4/27/2020,ASIA,Retail,null,New,67503,2249950
4/27/2020,SOUTH AMERICA,Retail,C4,Existing,462,22753
4/27/2020,CANADA,Retail,null,New,15113,601965
4/27/2020,CANADA,Shopify,F1,New,67,8850
4/27/2020,SOUTH AMERICA,Shopify,C2,New,45,7456
4/27/2020,CANADA,Retail,null,Guest,411399,11526428
4/27/2020,ASIA,Retail,F1,Existing,98856,4710331
4/27/2020,EUROPE,Retail,null,Guest,97808,3420161
4/27/2020,AFRICA,Retail,C1,New,84464,2114301
4/27/2020,ASIA,Shopify,C3,New,241,36240
4/27/2020,OCEANIA,Retail,F2,Existing,356153,18746623
4/27/2020,OCEANIA,Shopify,C1,Existing,2635,448283
4/27/2020,EUROPE,Shopify,F2,Existing,207,45609
4/27/2020,ASIA,Retail,C4,New,50211,1396995
4/27/2020,CANADA,Shopify,C1,Existing,556,85231
4/27/2020,EUROPE,Retail,null,Existing,3128,153720
4/27/2020,ASIA,Shopify,null,New,280,43299
4/27/2020,AFRICA,Shopify,C4,Existing,329,59299
4/27/2020,EUROPE,Shopify,F1,Existing,141,30648
4/27/2020,CANADA,Retail,C2,New,14459,476035
4/27/2020,AFRICA,Shopify,F2,Existing,3869,736403
4/27/2020,OCEANIA,Shopify,C4,Existing,686,125645
4/27/2020,CANADA,Shopify,C3,New,104,14435
4/27/2020,USA,Retail,null,New,23148,961876
4/27/2020,OCEANIA,Retail,F3,New,101495,3294230
4/27/2020,USA,Shopify,null,Existing,167,30002
4/27/2020,ASIA,Shopify,C4,New,51,7174
4/27/2020,SOUTH AMERICA,Shopify,C1,New,17,2868
4/27/2020,CANADA,Shopify,C2,Existing,703,127201
4/27/2020,ASIA,Retail,null,Existing,39754,1593592
4/27/2020,SOUTH AMERICA,Shopify,null,Guest,1842,342527
4/27/2020,SOUTH AMERICA,Shopify,F2,New,9,1181
4/27/2020,CANADA,Shopify,C2,New,107,14870
4/27/2020,OCEANIA,Retail,null,Guest,2505940,65835935
4/27/2020,CANADA,Retail,C1,New,29982,766926
4/27/2020,EUROPE,Retail,F1,Existing,6946,412708
4/27/2020,USA,Retail,F1,New,11246,446817
4/27/2020,EUROPE,Shopify,C2,New,17,3046
4/27/2020,CANADA,Shopify,null,New,96,13949
4/27/2020,CANADA,Shopify,C4,Existing,100,18991
4/27/2020,OCEANIA,Retail,C1,New,160701,3570771
4/27/2020,OCEANIA,Shopify,F2,Existing,6284,1251391
4/27/2020,ASIA,Retail,C1,New,124877,2662732
4/27/2020,AFRICA,Shopify,null,Existing,273,48858
4/27/2020,CANADA,Shopify,C3,Existing,807,150762
4/27/2020,SOUTH AMERICA,Retail,C1,Existing,3294,93833
4/27/2020,AFRICA,Shopify,F3,New,105,16771
4/27/2020,SOUTH AMERICA,Shopify,C3,New,23,4331
4/27/2020,CANADA,Shopify,F1,Existing,773,130933
4/27/2020,OCEANIA,Shopify,null,Existing,637,121856
4/27/2020,AFRICA,Retail,null,New,52965,2141157
4/27/2020,CANADA,Retail,C3,New,28173,983778
4/27/2020,SOUTH AMERICA,Shopify,C3,Existing,100,20484
4/27/2020,ASIA,Retail,C1,Existing,189229,6219722
4/27/2020,SOUTH AMERICA,Retail,F3,Existing,1350,64755
4/27/2020,ASIA,Retail,C4,Existing,115437,5136460
4/27/2020,EUROPE,Retail,F2,New,1450,61401
4/27/2020,EUROPE,Retail,C3,Existing,15161,847308
4/27/2020,USA,Shopify,C4,Existing,180,32531
4/27/2020,CANADA,Shopify,F3,Existing,648,122497
4/27/2020,OCEANIA,Shopify,C2,New,665,93728
4/27/2020,USA,Shopify,F1,New,122,18645
4/27/2020,AFRICA,Shopify,C2,Existing,2022,379049
4/27/2020,USA,Shopify,F3,New,47,7325
4/27/2020,EUROPE,Shopify,C1,New,10,1842
4/27/2020,ASIA,Retail,C3,New,113497,3392154
4/27/2020,OCEANIA,Shopify,F1,Existing,4118,770070
4/27/2020,OCEANIA,Retail,C3,Existing,350524,16984668
4/27/2020,OCEANIA,Shopify,C2,Existing,4418,840119
4/27/2020,USA,Retail,C4,Existing,40627,2195881
4/27/2020,AFRICA,Shopify,C1,Existing,1315,215986
4/27/2020,SOUTH AMERICA,Shopify,C2,Existing,141,27387
4/27/2020,USA,Retail,C3,New,44298,1658577
4/27/2020,EUROPE,Shopify,C3,New,14,2466
4/27/2020,USA,Retail,F2,Existing,98447,5700397
4/27/2020,USA,Shopify,C1,Existing,724,123667
4/27/2020,ASIA,Shopify,F1,Existing,1928,336135
4/27/2020,CANADA,Shopify,null,Guest,1645,259746
4/27/2020,USA,Retail,C2,New,25861,894096
4/27/2020,SOUTH AMERICA,Retail,C2,New,881,26970
4/27/2020,ASIA,Shopify,F1,New,144,18314
4/27/2020,AFRICA,Shopify,C3,New,259,40183
4/27/2020,AFRICA,Retail,null,Guest,1421220,42645190
4/27/2020,CANADA,Retail,F3,Existing,95102,5355531
4/27/2020,OCEANIA,Shopify,F3,New,178,27720
4/27/2020,SOUTH AMERICA,Retail,F3,New,352,11480
4/27/2020,ASIA,Shopify,F3,Existing,1601,324197
4/27/2020,OCEANIA,Shopify,F1,New,295,41371
4/20/2020,ASIA,Retail,F1,Existing,97403,4709417
4/20/2020,USA,Retail,F2,Existing,86026,5252378
4/20/2020,CANADA,Retail,C4,New,11589,380461
4/20/2020,USA,Shopify,C4,Existing,173,29453
4/20/2020,ASIA,Shopify,C4,New,38,4323
4/20/2020,AFRICA,Retail,C4,New,37434,1248291
4/20/2020,OCEANIA,Shopify,C1,New,445,55366
4/20/2020,EUROPE,Shopify,F2,New,12,3720
4/20/2020,OCEANIA,Retail,null,Guest,2400285,64282327
4/20/2020,EUROPE,Shopify,F1,Existing,139,28019
4/20/2020,OCEANIA,Shopify,F2,Existing,6326,1250081
4/20/2020,CANADA,Shopify,C1,Existing,559,84984
4/20/2020,AFRICA,Retail,C3,Existing,259903,13620639
4/20/2020,OCEANIA,Retail,F2,Existing,336866,18554972
4/20/2020,EUROPE,Shopify,F2,Existing,237,53334
4/20/2020,USA,Shopify,F3,New,51,8022
4/20/2020,ASIA,Shopify,C1,New,194,21388
4/20/2020,SOUTH AMERICA,Shopify,null,New,41,7083
4/20/2020,EUROPE,Retail,F1,New,860,36564
4/20/2020,SOUTH AMERICA,Retail,C4,New,368,13562
4/20/2020,AFRICA,Retail,F1,Existing,92467,5047750
4/20/2020,CANADA,Retail,null,New,13319,542806
4/20/2020,SOUTH AMERICA,Shopify,null,Existing,6,814
4/20/2020,EUROPE,Retail,F3,Existing,18010,1077929
4/20/2020,AFRICA,Shopify,F2,Existing,4257,802495
4/20/2020,AFRICA,Shopify,C1,New,237,30893
4/20/2020,CANADA,Shopify,C4,Existing,104,19242
4/20/2020,EUROPE,Shopify,F3,Existing,117,29994
4/20/2020,ASIA,Retail,F2,New,65194,2095967
4/20/2020,AFRICA,Retail,null,Guest,1411333,41189954
4/20/2020,USA,Shopify,F2,Existing,1959,385106
4/20/2020,SOUTH AMERICA,Retail,C4,Existing,470,22958
4/20/2020,AFRICA,Shopify,C4,New,58,7924
4/20/2020,OCEANIA,Retail,F3,Existing,533504,29519797
4/20/2020,CANADA,Shopify,C2,New,106,15471
4/20/2020,AFRICA,Retail,C3,New,91540,3238184
4/20/2020,AFRICA,Shopify,F2,New,228,35767
4/20/2020,ASIA,Retail,C1,New,122482,2725813
4/20/2020,CANADA,Shopify,F1,New,66,9502
4/20/2020,CANADA,Shopify,null,Guest,1598,253390
4/20/2020,SOUTH AMERICA,Retail,C1,New,2450,50726
4/20/2020,ASIA,Shopify,F3,New,86,10798
4/20/2020,CANADA,Retail,C4,Existing,27905,1410660
4/20/2020,USA,Shopify,C4,New,28,4640
4/20/2020,ASIA,Retail,null,Guest,1928536,49606513
4/20/2020,EUROPE,Retail,C3,New,3576,141286
4/20/2020,OCEANIA,Retail,F1,Existing,149071,7593192
4/20/2020,ASIA,Retail,F3,Existing,396337,20198182
4/20/2020,OCEANIA,Retail,F1,New,37294,1291814
4/20/2020,EUROPE,Shopify,F1,New,2,591
4/20/2020,CANADA,Shopify,null,Existing,95,16683
4/20/2020,SOUTH AMERICA,Retail,null,Existing,243,9817
4/20/2020,OCEANIA,Retail,C4,New,57588,1777020
4/20/2020,USA,Shopify,C3,New,185,28819
4/20/2020,SOUTH AMERICA,Shopify,C3,New,24,3968
4/20/2020,EUROPE,Shopify,C4,New,2,153
4/20/2020,EUROPE,Retail,C2,Existing,9760,465747
4/20/2020,SOUTH AMERICA,Shopify,F2,Existing,32,5477
4/20/2020,CANADA,Shopify,C1,New,81,11621
4/20/2020,USA,Retail,F3,New,23714,877459
4/20/2020,ASIA,Retail,C4,New,47782,1327240
4/20/2020,OCEANIA,Retail,C4,Existing,151753,7403192
4/20/2020,EUROPE,Shopify,C4,Existing,24,6302
4/20/2020,OCEANIA,Shopify,null,Existing,555,109294
4/20/2020,SOUTH AMERICA,Shopify,C4,New,5,972
4/20/2020,SOUTH AMERICA,Shopify,F3,New,3,694
4/20/2020,USA,Shopify,null,New,135,23000
4/20/2020,CANADA,Retail,F2,Existing,56686,3226617
4/20/2020,AFRICA,Retail,F2,Existing,251910,14059302
4/20/2020,EUROPE,Retail,F2,Existing,14375,850579
4/20/2020,SOUTH AMERICA,Shopify,F2,New,11,1800
4/20/2020,SOUTH AMERICA,Retail,C3,Existing,1647,75312
4/20/2020,USA,Shopify,null,Guest,2439,433547
4/20/2020,EUROPE,Retail,C4,Existing,4389,231261
4/20/2020,AFRICA,Shopify,C3,New,254,39218
4/20/2020,USA,Retail,C2,New,22752,895695
4/20/2020,EUROPE,Retail,F1,Existing,6871,386016
4/20/2020,OCEANIA,Shopify,null,New,431,66711
4/20/2020,CANADA,Retail,F3,New,16129,570764
4/20/2020,SOUTH AMERICA,Shopify,F3,Existing,24,5081
4/20/2020,AFRICA,Retail,F3,New,55307,1973071
4/20/2020,CANADA,Retail,F2,New,15713,570939
4/20/2020,CANADA,Retail,C1,Existing,52714,2235426
4/20/2020,ASIA,Retail,F2,Existing,221481,11069461
4/20/2020,EUROPE,Retail,C2,New,2737,102036
4/20/2020,USA,Retail,C1,Existing,52119,2263926
4/20/2020,CANADA,Retail,C1,New,27129,707931
4/20/2020,OCEANIA,Retail,F2,New,81973,3158461
4/20/2020,OCEANIA,Retail,C1,New,155482,3592550
4/20/2020,EUROPE,Shopify,C1,New,15,2263
4/20/2020,EUROPE,Retail,F2,New,1535,72390
4/20/2020,EUROPE,Shopify,null,New,13,1897
4/20/2020,OCEANIA,Retail,null,Existing,46006,1921248
4/20/2020,EUROPE,Shopify,null,Existing,21,4539
4/20/2020,CANADA,Retail,F1,New,6016,225176
4/20/2020,SOUTH AMERICA,Retail,C3,New,1044,39245
4/20/2020,SOUTH AMERICA,Shopify,F1,Existing,68,15631
4/20/2020,ASIA,Retail,C1,Existing,186042,6204711
4/20/2020,EUROPE,Retail,C1,Existing,14168,612050
4/20/2020,USA,Retail,null,Existing,11302,597336
4/20/2020,SOUTH AMERICA,Shopify,C2,Existing,151,26172
4/20/2020,ASIA,Shopify,C4,Existing,265,46048
4/20/2020,USA,Retail,C4,Existing,37302,2046533
4/20/2020,ASIA,Retail,null,New,64367,2245309
4/20/2020,AFRICA,Retail,C4,Existing,105783,5533337
4/20/2020,EUROPE,Retail,C3,Existing,14849,803620
4/20/2020,USA,Retail,C2,Existing,39203,2009275
4/20/2020,SOUTH AMERICA,Shopify,C3,Existing,112,23705
4/20/2020,ASIA,Shopify,F1,New,146,17834
4/20/2020,CANADA,Retail,C3,Existing,58634,3055669
4/20/2020,ASIA,Retail,C2,Existing,128791,4997383
4/20/2020,OCEANIA,Retail,C3,New,135979,4518408
4/20/2020,EUROPE,Shopify,C3,New,13,2047
4/20/2020,SOUTH AMERICA,Shopify,C1,New,19,2503
4/20/2020,SOUTH AMERICA,Shopify,C2,New,50,8273
4/20/2020,OCEANIA,Shopify,C4,New,84,9930
4/20/2020,USA,Retail,C4,New,15617,543467
4/20/2020,USA,Retail,F2,New,23847,929165
4/20/2020,USA,Retail,C1,New,30816,869651
4/20/2020,SOUTH AMERICA,Shopify,C1,Existing,62,11422
4/20/2020,AFRICA,Retail,F1,New,19481,732412
4/20/2020,OCEANIA,Shopify,F3,Existing,3585,721819
4/20/2020,AFRICA,Retail,null,Existing,32764,1494303
4/20/2020,OCEANIA,Shopify,C1,Existing,2592,432004
4/20/2020,CANADA,Shopify,C3,Existing,818,146027
4/20/2020,OCEANIA,Retail,F3,New,95709,3162364
4/20/2020,ASIA,Shopify,C2,Existing,2045,363892
4/20/2020,ASIA,Shopify,F2,New,179,25777
4/20/2020,USA,Shopify,C2,New,248,36371
4/20/2020,USA,Retail,C3,Existing,94298,5436400
4/20/2020,AFRICA,Retail,C1,New,82508,2031924
4/20/2020,EUROPE,Retail,null,Guest,96564,3215290
4/20/2020,ASIA,Shopify,C3,Existing,1899,358033
4/20/2020,EUROPE,Shopify,null,Guest,339,85058
4/20/2020,SOUTH AMERICA,Retail,null,Guest,404170,16317925
4/20/2020,OCEANIA,Retail,C2,Existing,165337,6673278
4/20/2020,USA,Retail,F1,Existing,37963,2356365
4/20/2020,CANADA,Shopify,F3,New,31,4404
4/20/2020,ASIA,Shopify,null,Guest,4986,788114
4/20/2020,SOUTH AMERICA,Retail,null,New,1254,45595
4/20/2020,SOUTH AMERICA,Shopify,F1,New,8,1609
4/20/2020,CANADA,Retail,C3,New,24916,872506
4/20/2020,EUROPE,Retail,C1,New,4061,115168
4/20/2020,ASIA,Shopify,C1,Existing,1121,177110
4/20/2020,AFRICA,Shopify,null,New,261,39177
4/20/2020,OCEANIA,Shopify,C4,Existing,682,124528
4/20/2020,CANADA,Shopify,C3,New,92,14590
4/20/2020,ASIA,Retail,C3,Existing,245657,11254536
4/20/2020,CANADA,Shopify,F1,Existing,821,137689
4/20/2020,CANADA,Retail,null,Existing,6961,331777
4/20/2020,OCEANIA,Shopify,C3,New,465,71544
4/20/2020,AFRICA,Shopify,F3,New,118,18399
4/20/2020,EUROPE,Retail,C4,New,982,38660
4/20/2020,CANADA,Shopify,C2,Existing,707,122973
4/20/2020,OCEANIA,Shopify,C2,Existing,4384,816676
4/20/2020,USA,Shopify,F1,Existing,1465,264473
4/20/2020,ASIA,Retail,null,Existing,35306,1413813
4/20/2020,SOUTH AMERICA,Shopify,null,Guest,1874,345744
4/20/2020,SOUTH AMERICA,Retail,F3,New,324,12097
4/20/2020,CANADA,Retail,null,Guest,373604,10687236
4/20/2020,USA,Shopify,F3,Existing,943,190187
4/20/2020,USA,Shopify,null,Existing,166,28736
4/20/2020,AFRICA,Retail,F3,Existing,363026,20991373
4/20/2020,ASIA,Retail,C2,New,82543,2259163
4/20/2020,ASIA,Shopify,F3,Existing,1638,318084
4/20/2020,AFRICA,Shopify,C2,Existing,2245,413855
4/20/2020,OCEANIA,Shopify,F1,New,299,41215
4/20/2020,ASIA,Shopify,null,New,241,36730
4/20/2020,OCEANIA,Shopify,F1,Existing,4178,761779
4/20/2020,USA,Shopify,F2,New,144,23844
4/20/2020,USA,Shopify,C1,Existing,764,126901
4/20/2020,ASIA,Retail,C4,Existing,111324,4984336
4/20/2020,ASIA,Shopify,F2,Existing,2514,459486
4/20/2020,ASIA,Retail,C3,New,109784,3337415
4/20/2020,AFRICA,Retail,C1,Existing,166597,6342470
4/20/2020,AFRICA,Retail,null,New,50254,2060015
4/20/2020,AFRICA,Shopify,F1,New,150,21381
4/20/2020,OCEANIA,Shopify,null,Guest,9863,1710264
4/20/2020,USA,Retail,C3,New,39286,1515672
4/20/2020,OCEANIA,Retail,null,New,76692,3107440
4/20/2020,ASIA,Shopify,F1,Existing,1890,320038
4/20/2020,CANADA,Shopify,F2,Existing,1375,256830
4/20/2020,AFRICA,Shopify,F3,Existing,2226,451008
4/20/2020,ASIA,Retail,F1,New,28630,958242
4/20/2020,USA,Retail,null,Guest,487707,15527907
4/20/2020,EUROPE,Retail,null,Existing,2732,133740
4/20/2020,ASIA,Shopify,C2,New,350,44413
4/20/2020,ASIA,Retail,F3,New,79904,2476014
4/20/2020,AFRICA,Retail,C2,New,49591,1571671
4/20/2020,SOUTH AMERICA,Retail,F1,New,279,10277
4/20/2020,EUROPE,Shopify,C2,New,22,4704
4/20/2020,OCEANIA,Shopify,C2,New,656,89971
4/20/2020,USA,Shopify,F1,New,115,16997
4/20/2020,SOUTH AMERICA,Retail,F3,Existing,1485,68729
4/20/2020,CANADA,Retail,C2,New,12981,415413
4/20/2020,CANADA,Retail,C2,Existing,21574,977574
4/20/2020,CANADA,Shopify,C4,New,17,2655
4/20/2020,EUROPE,Retail,null,New,2940,134781
4/20/2020,AFRICA,Shopify,F1,Existing,2349,411801
4/20/2020,AFRICA,Retail,F2,New,54112,1923628
4/20/2020,CANADA,Shopify,F3,Existing,668,127627
4/20/2020,OCEANIA,Shopify,C3,Existing,4303,863764
4/20/2020,AFRICA,Shopify,C2,New,300,40522
4/20/2020,CANADA,Retail,F1,Existing,23750,1314536
4/20/2020,AFRICA,Shopify,C4,Existing,365,66361
4/20/2020,OCEANIA,Shopify,F3,New,160,25295
4/20/2020,ASIA,Shopify,null,Existing,245,39289
4/20/2020,CANADA,Shopify,F2,New,100,14634
4/20/2020,EUROPE,Retail,F3,New,1534,63632
4/20/2020,EUROPE,Shopify,C1,Existing,108,26095
4/20/2020,SOUTH AMERICA,Retail,C2,Existing,1039,40603
4/20/2020,OCEANIA,Retail,C3,Existing,334941,16407099
4/20/2020,EUROPE,Shopify,C3,Existing,179,49632
4/20/2020,SOUTH AMERICA,Retail,F1,Existing,847,35616
4/20/2020,EUROPE,Shopify,C2,Existing,164,47927
4/20/2020,AFRICA,Shopify,null,Guest,5204,868697
4/20/2020,SOUTH AMERICA,Shopify,C4,Existing,10,1856
4/20/2020,CANADA,Shopify,null,New,91,13031
4/20/2020,USA,Retail,null,New,19751,866940
4/20/2020,AFRICA,Shopify,null,Existing,297,56074
4/20/2020,AFRICA,Shopify,C3,Existing,2433,476858
4/20/2020,SOUTH AMERICA,Retail,C1,Existing,3251,88566
4/20/2020,AFRICA,Shopify,C1,Existing,1480,235559
4/20/2020,OCEANIA,Retail,C1,Existing,254418,9399435
4/20/2020,CANADA,Retail,F3,Existing,86754,4962081
4/20/2020,ASIA,Shopify,C3,New,235,32953
4/20/2020,EUROPE,Shopify,F3,New,2,107
4/20/2020,USA,Retail,F3,Existing,127222,7978304
4/20/2020,OCEANIA,Retail,C2,New,101348,3259843
4/20/2020,USA,Retail,F1,New,10193,425802
4/20/2020,USA,Shopify,C2,Existing,1407,263063
4/20/2020,SOUTH AMERICA,Retail,F2,Existing,1158,56869
4/20/2020,USA,Shopify,C3,Existing,1444,288388
4/20/2020,SOUTH AMERICA,Retail,F2,New,427,16151
4/20/2020,USA,Shopify,C1,New,135,15998
4/20/2020,OCEANIA,Shopify,F2,New,380,60889
4/20/2020,SOUTH AMERICA,Retail,C2,New,860,26376
4/20/2020,AFRICA,Retail,C2,Existing,101943,4519531
4/13/2020,OCEANIA,Retail,C3,Existing,358273,17669361
4/13/2020,CANADA,Shopify,F2,Existing,984,179807
4/13/2020,USA,Shopify,C4,New,29,4184
4/13/2020,USA,Retail,null,Guest,560437,17548858
4/13/2020,ASIA,Retail,C4,New,51690,1450204
4/13/2020,OCEANIA,Retail,F1,Existing,155009,7654193
4/13/2020,EUROPE,Shopify,F1,Existing,128,30075
4/13/2020,CANADA,Shopify,C4,Existing,92,17488
4/13/2020,CANADA,Retail,null,New,14944,593915
4/13/2020,SOUTH AMERICA,Retail,F2,Existing,1342,62035
4/13/2020,CANADA,Shopify,C1,Existing,451,69275
4/13/2020,USA,Retail,F2,Existing,92605,5386969
4/13/2020,EUROPE,Shopify,F3,Existing,103,25225
